data,OT
2018/1/1 20:45,232592.4679
2018/1/1 21:00,241985.9952
2018/1/1 21:15,234320.5234
2018/1/1 21:30,234535.8695
2018/1/1 21:45,232184.9459
2018/1/1 22:00,238362.0286
2018/1/1 22:15,228433.3587
2018/1/1 22:30,224915.6451
2018/1/1 22:45,222615.9423
2018/1/1 23:00,225228.9648
2018/1/1 23:15,213662.3933
2018/1/1 23:30,209709.2317
2018/1/1 23:45,205839.6378
2018/1/2 0:00,207655.199
2018/1/2 0:15,200673.8192
2018/1/2 0:30,199179.7267
2018/1/2 0:45,199204.4665
2018/1/2 1:00,213530.4627
2018/1/2 1:15,192532.5988
2018/1/2 1:30,188883.3155
2018/1/2 1:45,188022.8548
2018/1/2 2:00,194513.1024
2018/1/2 2:15,187211.6824
2018/1/2 2:30,186676.0267
2018/1/2 2:45,183970.1142
2018/1/2 3:00,192147.2175
2018/1/2 3:15,187208.2493
2018/1/2 3:30,183574.6476
2018/1/2 3:45,184074.5309
2018/1/2 4:00,190485.6254
2018/1/2 4:15,183505.2648
2018/1/2 4:30,185665.694
2018/1/2 4:45,184974.7125
2018/1/2 5:00,188852.4406
2018/1/2 5:15,187311.9731
2018/1/2 5:30,186612.9856
2018/1/2 5:45,190574.9614
2018/1/2 6:00,194149.9364
2018/1/2 6:15,196577.7408
2018/1/2 6:30,201184.696
2018/1/2 6:45,208574.5144
2018/1/2 7:00,221698.3704
2018/1/2 7:15,219836.7216
2018/1/2 7:30,222402.2718
2018/1/2 7:45,226924.9301
2018/1/2 8:00,243047.2818
2018/1/2 8:15,243978.8109
2018/1/2 8:30,251214.9982
2018/1/2 8:45,254332.2122
2018/1/2 9:00,265697.1408
2018/1/2 9:15,257857.5986
2018/1/2 9:30,261652.975
2018/1/2 9:45,264042.7566
2018/1/2 10:00,275416.1493
2018/1/2 10:15,279406.5733
2018/1/2 10:30,268318.4772
2018/1/2 10:45,270938.5855
2018/1/2 11:00,278541.018
2018/1/2 11:15,272918.355
2018/1/2 11:30,273990.4246
2018/1/2 11:45,271617.693
2018/1/2 12:00,272469.7243
2018/1/2 12:15,260771.7485
2018/1/2 12:30,258852.8711
2018/1/2 12:45,258166.5919
2018/1/2 13:00,267246.677
2018/1/2 13:15,259031.7941
2018/1/2 13:30,260376.3335
2018/1/2 13:45,262777.1416
2018/1/2 14:00,272442.7444
2018/1/2 14:15,276357.2855
2018/1/2 14:30,266618.843
2018/1/2 14:45,267120.548
2018/1/2 15:00,275829.331
2018/1/2 15:15,267677.7355
2018/1/2 15:30,266163.1547
2018/1/2 15:45,266942.5512
2018/1/2 16:00,276734.8392
2018/1/2 16:15,271111.4401
2018/1/2 16:30,271229.6933
2018/1/2 16:45,271317.3462
2018/1/2 17:00,282250.4791
2018/1/2 17:15,274802.6762
2018/1/2 17:30,274864.8965
2018/1/2 17:45,275039.764
2018/1/2 18:00,287011.762
2018/1/2 18:15,277391.8764
2018/1/2 18:30,278113.1702
2018/1/2 18:45,279531.661
2018/1/2 19:00,283484.1777
2018/1/2 19:15,273974.4673
2018/1/2 19:30,274232.8925
2018/1/2 19:45,272242.6075
2018/1/2 20:00,279454.8968
2018/1/2 20:15,269717.498
2018/1/2 20:30,288502.5947
2018/1/2 20:45,269372.8494
2018/1/2 21:00,277066.0986
2018/1/2 21:15,269143.2831
2018/1/2 21:30,269290.6416
2018/1/2 21:45,267889.5761
2018/1/2 22:00,271585.0201
2018/1/2 22:15,263482.9724
2018/1/2 22:30,260430.3031
2018/1/2 22:45,268515.536
2018/1/2 23:00,260295.6097
2018/1/2 23:15,270992.1341
2018/1/2 23:30,250472.5514
2018/1/2 23:45,244224.2
2018/1/3 0:00,248503.481
2018/1/3 0:15,236440.6647
2018/1/3 0:30,233974.9909
2018/1/3 0:45,232474.0213
2018/1/3 1:00,235308.6404
2018/1/3 1:15,231016.0498
2018/1/3 1:30,230976.846
2018/1/3 1:45,226422.5222
2018/1/3 2:00,233703.3045
2018/1/3 2:15,227215.1967
2018/1/3 2:30,226643.4213
2018/1/3 2:45,222796.8435
2018/1/3 3:00,230989.9527
2018/1/3 3:15,224157.1294
2018/1/3 3:30,223000.2206
2018/1/3 3:45,221118.7454
2018/1/3 4:00,229261.9354
2018/1/3 4:15,220601.5301
2018/1/3 4:30,243930.0506
2018/1/3 4:45,223590.9431
2018/1/3 5:00,229203.7051
2018/1/3 5:15,224433.0269
2018/1/3 5:30,224597.0864
2018/1/3 5:45,223863.9404
2018/1/3 6:00,255001.5708
2018/1/3 6:15,229746.1471
2018/1/3 6:30,231448.7268
2018/1/3 6:45,236428.4191
2018/1/3 7:00,244772.4186
2018/1/3 7:15,242487.6586
2018/1/3 7:30,247589.8449
2018/1/3 7:45,249011.916
2018/1/3 8:00,252343.7944
2018/1/3 8:15,252536.6286
2018/1/3 8:30,258957.7553
2018/1/3 8:45,263260.3256
2018/1/3 9:00,271855.098
2018/1/3 9:15,266510.4446
2018/1/3 9:30,270730.8464
2018/1/3 9:45,273699.8698
2018/1/3 10:00,283563.1514
2018/1/3 10:15,276117.4985
2018/1/3 10:30,276965.0823
2018/1/3 10:45,276390.4756
2018/1/3 11:00,285706.5335
2018/1/3 11:15,281081.7373
2018/1/3 11:30,279780.5659
2018/1/3 11:45,275217.9222
2018/1/3 12:00,278808.0324
2018/1/3 12:15,264450.5461
2018/1/3 12:30,264164.1969
2018/1/3 12:45,261925.8211
2018/1/3 13:00,270996.8535
2018/1/3 13:15,264284.1728
2018/1/3 13:30,267361.4337
2018/1/3 13:45,269197.7954
2018/1/3 14:00,278255.6279
2018/1/3 14:15,270579.4558
2018/1/3 14:30,271599.9793
2018/1/3 14:45,272383.9139
2018/1/3 15:00,279006.927
2018/1/3 15:15,272034.6634
2018/1/3 15:30,272780.2601
2018/1/3 15:45,273963.9585
2018/1/3 16:00,292876.4516
2018/1/3 16:15,275251.6639
2018/1/3 16:30,276334.3486
2018/1/3 16:45,279428.103
2018/1/3 17:00,288340.6935
2018/1/3 17:15,280613.3599
2018/1/3 17:30,298526.8262
2018/1/3 17:45,280599.2631
2018/1/3 18:00,299818.3703
2018/1/3 18:15,300698.5858
2018/1/3 18:30,282142.9144
2018/1/3 18:45,282137.2609
2018/1/3 19:00,288144.9605
2018/1/3 19:15,279123.3055
2018/1/3 19:30,276821.8592
2018/1/3 19:45,275063.9618
2018/1/3 20:00,281878.2763
2018/1/3 20:15,274180.4248
2018/1/3 20:30,274580.8224
2018/1/3 20:45,275710.1706
2018/1/3 21:00,282712.0616
2018/1/3 21:15,275035.2621
2018/1/3 21:30,274789.8773
2018/1/3 21:45,274039.4817
2018/1/3 22:00,280565.2247
2018/1/3 22:15,289556.1424
2018/1/3 22:30,266657.4444
2018/1/3 22:45,264818.1174
2018/1/3 23:00,268641.5741
2018/1/3 23:15,255383.4266
2018/1/3 23:30,253372.3768
2018/1/3 23:45,247607.8786
2018/1/4 0:00,253310.1506
2018/1/4 0:15,244545.2255
2018/1/4 0:30,239774.334
2018/1/4 0:45,242000.7265
2018/1/4 1:00,245132.8146
2018/1/4 1:15,236083.3085
2018/1/4 1:30,236025.2417
2018/1/4 1:45,233812.6096
2018/1/4 2:00,242392.4277
2018/1/4 2:15,229510.9984
2018/1/4 2:30,238799.9128
2018/1/4 2:45,231004.3951
2018/1/4 3:00,239475.4043
2018/1/4 3:15,228462.6732
2018/1/4 3:30,227334.3705
2018/1/4 3:45,239756.0998
2018/1/4 4:00,235561.4881
2018/1/4 4:15,228340.8019
2018/1/4 4:30,228820.4079
2018/1/4 4:45,224981.5866
2018/1/4 5:00,235304.8001
2018/1/4 5:15,228553.3428
2018/1/4 5:30,229301.5389
2018/1/4 5:45,231707.3567
2018/1/4 6:00,238948.7896
2018/1/4 6:15,235472.8185
2018/1/4 6:30,234609.8733
2018/1/4 6:45,242488.8644
2018/1/4 7:00,251308.6685
2018/1/4 7:15,247162.9363
2018/1/4 7:30,247928.6043
2018/1/4 7:45,248116.5501
2018/1/4 8:00,268484.8857
2018/1/4 8:15,257311.5155
2018/1/4 8:30,261298.2307
2018/1/4 8:45,266214.7218
2018/1/4 9:00,276360.0949
2018/1/4 9:15,270034.7497
2018/1/4 9:30,273185.4815
2018/1/4 9:45,273011.4322
2018/1/4 10:00,285533.7587
2018/1/4 10:15,277969.4603
2018/1/4 10:30,279456.6489
2018/1/4 10:45,280024.1294
2018/1/4 11:00,291444.0418
2018/1/4 11:15,283947.347
2018/1/4 11:30,282485.2824
2018/1/4 11:45,281098.2879
2018/1/4 12:00,280182.9825
2018/1/4 12:15,266050.9789
2018/1/4 12:30,265631.3019
2018/1/4 12:45,265436.6408
2018/1/4 13:00,273533.9181
2018/1/4 13:15,272147.531
2018/1/4 13:30,267863.4689
2018/1/4 13:45,271037.0662
2018/1/4 14:00,281692.5763
2018/1/4 14:15,275115.117
2018/1/4 14:30,275303.2213
2018/1/4 14:45,293806.5077
2018/1/4 15:00,287073.1371
2018/1/4 15:15,276465.0344
2018/1/4 15:30,275106.7903
2018/1/4 15:45,293131.698
2018/1/4 16:00,284726.5914
2018/1/4 16:15,276725.0293
2018/1/4 16:30,276992.7968
2018/1/4 16:45,279364.9901
2018/1/4 17:00,289444.8714
2018/1/4 17:15,282611.6372
2018/1/4 17:30,281910.9908
2018/1/4 17:45,280816.6551
2018/1/4 18:00,291155.8452
2018/1/4 18:15,283185.8317
2018/1/4 18:30,284158.8937
2018/1/4 18:45,283689.5209
2018/1/4 19:00,289274.7554
2018/1/4 19:15,281008.3317
2018/1/4 19:30,280545.1735
2018/1/4 19:45,278913.2692
2018/1/4 20:00,286503.4508
2018/1/4 20:15,274829.2612
2018/1/4 20:30,272756.9098
2018/1/4 20:45,273020.8718
2018/1/4 21:00,282388.1605
2018/1/4 21:15,273252.9303
2018/1/4 21:30,271083.3414
2018/1/4 21:45,269644.6551
2018/1/4 22:00,278659.112
2018/1/4 22:15,268758.0021
2018/1/4 22:30,264407.4489
2018/1/4 22:45,263243.3501
2018/1/4 23:00,266465.795
2018/1/4 23:15,255016.3169
2018/1/4 23:30,252476.5852
2018/1/4 23:45,246234.4829
2018/1/5 0:00,251749.1014
2018/1/5 0:15,243126.3908
2018/1/5 0:30,239751.1917
2018/1/5 0:45,238086.1316
2018/1/5 1:00,242231.9352
2018/1/5 1:15,234582.4407
2018/1/5 1:30,234513.2381
2018/1/5 1:45,231791.2725
2018/1/5 2:00,236081.0479
2018/1/5 2:15,227392.3428
2018/1/5 2:30,226414.7024
2018/1/5 2:45,228561.8568
2018/1/5 3:00,233422.862
2018/1/5 3:15,225006.1298
2018/1/5 3:30,227426.795
2018/1/5 3:45,237918.0987
2018/1/5 4:00,236802.5151
2018/1/5 4:15,224667.817
2018/1/5 4:30,227338.2393
2018/1/5 4:45,225906.1801
2018/1/5 5:00,235782.0276
2018/1/5 5:15,226701.0603
2018/1/5 5:30,230023.2492
2018/1/5 5:45,230366.4788
2018/1/5 6:00,238518.2314
2018/1/5 6:15,235727.8684
2018/1/5 6:30,234872.9537
2018/1/5 6:45,240354.3041
2018/1/5 7:00,248659.0297
2018/1/5 7:15,246415.3809
2018/1/5 7:30,248382.3203
2018/1/5 7:45,251233.6704
2018/1/5 8:00,260573.7502
2018/1/5 8:15,255766.2641
2018/1/5 8:30,271375.0965
2018/1/5 8:45,265721.9904
2018/1/5 9:00,275408.1184
2018/1/5 9:15,271514.0737
2018/1/5 9:30,274900.0792
2018/1/5 9:45,277367.961
2018/1/5 10:00,287203.581
2018/1/5 10:15,280730.8378
2018/1/5 10:30,280444.7058
2018/1/5 10:45,281613.6489
2018/1/5 11:00,293089.4101
2018/1/5 11:15,288311.9568
2018/1/5 11:30,285336.7947
2018/1/5 11:45,283257.4003
2018/1/5 12:00,281043.3446
2018/1/5 12:15,268813.819
2018/1/5 12:30,268209.8524
2018/1/5 12:45,265649.6697
2018/1/5 13:00,273876.362
2018/1/5 13:15,267545.0269
2018/1/5 13:30,268497.7476
2018/1/5 13:45,272014.0403
2018/1/5 14:00,282397.4771
2018/1/5 14:15,276006.1679
2018/1/5 14:30,275701.8254
2018/1/5 14:45,275887.9906
2018/1/5 15:00,284152.2877
2018/1/5 15:15,275462.2042
2018/1/5 15:30,278638.0107
2018/1/5 15:45,277609.0493
2018/1/5 16:00,287782.0437
2018/1/5 16:15,279675.9539
2018/1/5 16:30,280270.6875
2018/1/5 16:45,282486.931
2018/1/5 17:00,290652.1484
2018/1/5 17:15,284853.2311
2018/1/5 17:30,283277.831
2018/1/5 17:45,283633.065
2018/1/5 18:00,292051.1899
2018/1/5 18:15,284337.956
2018/1/5 18:30,295075.2147
2018/1/5 18:45,286062.2746
2018/1/5 19:00,291722.4325
2018/1/5 19:15,283409.7435
2018/1/5 19:30,281560.124
2018/1/5 19:45,279961.475
2018/1/5 20:00,285320.0102
2018/1/5 20:15,276461.0708
2018/1/5 20:30,275979.3333
2018/1/5 20:45,277797.3765
2018/1/5 21:00,283803.1529
2018/1/5 21:15,293824.4247
2018/1/5 21:30,276483.8019
2018/1/5 21:45,281264.4793
2018/1/5 22:00,283348.332
2018/1/5 22:15,272798.8725
2018/1/5 22:30,271016.2719
2018/1/5 22:45,266879.9107
2018/1/5 23:00,271510.8157
2018/1/5 23:15,257809.0623
2018/1/5 23:30,253594.7963
2018/1/5 23:45,252019.444
2018/1/6 0:00,255362.1895
2018/1/6 0:15,244974.8497
2018/1/6 0:30,240962.5643
2018/1/6 0:45,243100.9016
2018/1/6 1:00,246232.1318
2018/1/6 1:15,237915.6561
2018/1/6 1:30,235443.606
2018/1/6 1:45,240326.3695
2018/1/6 2:00,246023.9843
2018/1/6 2:15,233752.2732
2018/1/6 2:30,233381.3941
2018/1/6 2:45,227951.9262
2018/1/6 3:00,235321.6544
2018/1/6 3:15,227909.5409
2018/1/6 3:30,229997.9967
2018/1/6 3:45,229269.4129
2018/1/6 4:00,258912.8321
2018/1/6 4:15,226264.9467
2018/1/6 4:30,228530.4658
2018/1/6 4:45,252011.4078
2018/1/6 5:00,244263.5211
2018/1/6 5:15,227975.8516
2018/1/6 5:30,251284.0114
2018/1/6 5:45,228863.0398
2018/1/6 6:00,238372.933
2018/1/6 6:15,230675.0978
2018/1/6 6:30,232061.9993
2018/1/6 6:45,233857.3861
2018/1/6 7:00,243199.4658
2018/1/6 7:15,239860.2445
2018/1/6 7:30,241967.2625
2018/1/6 7:45,266000.1944
2018/1/6 8:00,257043.5193
2018/1/6 8:15,254700.0719
2018/1/6 8:30,258453.6683
2018/1/6 8:45,261447.5878
2018/1/6 9:00,271685.306
2018/1/6 9:15,267303.427
2018/1/6 9:30,269920.8982
2018/1/6 9:45,272659.6871
2018/1/6 10:00,283334.1382
2018/1/6 10:15,276607.6875
2018/1/6 10:30,277529.5802
2018/1/6 10:45,276871.9768
2018/1/6 11:00,289511.8575
2018/1/6 11:15,282751.1927
2018/1/6 11:30,289455.9686
2018/1/6 11:45,278692.9771
2018/1/6 12:00,278668.7659
2018/1/6 12:15,264954.3788
2018/1/6 12:30,265181.3705
2018/1/6 12:45,262702.3447
2018/1/6 13:00,283791.4171
2018/1/6 13:15,268736.2054
2018/1/6 13:30,267800.0472
2018/1/6 13:45,271115.9405
2018/1/6 14:00,289475.2153
2018/1/6 14:15,291434.9735
2018/1/6 14:30,273653.7268
2018/1/6 14:45,273599.771
2018/1/6 15:00,290334.5869
2018/1/6 15:15,273998.4122
2018/1/6 15:30,274762.446
2018/1/6 15:45,274344.5996
2018/1/6 16:00,284181.6165
2018/1/6 16:15,278358.5408
2018/1/6 16:30,279790.3975
2018/1/6 16:45,290950.7824
2018/1/6 17:00,291465.15
2018/1/6 17:15,285748.1007
2018/1/6 17:30,286315.7613
2018/1/6 17:45,285220.4288
2018/1/6 18:00,291312.1696
2018/1/6 18:15,283015.2147
2018/1/6 18:30,281608.0955
2018/1/6 18:45,283012.4802
2018/1/6 19:00,284257.7175
2018/1/6 19:15,281596.12
2018/1/6 19:30,285776.2222
2018/1/6 19:45,280345.7694
2018/1/6 20:00,285096.5294
2018/1/6 20:15,277301.4997
2018/1/6 20:30,275597.2502
2018/1/6 20:45,276992.708
2018/1/6 21:00,282554.5406
2018/1/6 21:15,275371.8251
2018/1/6 21:30,275386.239
2018/1/6 21:45,273564.4306
2018/1/6 22:00,278096.0915
2018/1/6 22:15,269849.7569
2018/1/6 22:30,270012.8392
2018/1/6 22:45,267453.0209
2018/1/6 23:00,268944.4138
2018/1/6 23:15,257687.6237
2018/1/6 23:30,263822.332
2018/1/6 23:45,250588.9356
2018/1/7 0:00,249544.5677
2018/1/7 0:15,242572.6728
2018/1/7 0:30,241486.3601
2018/1/7 0:45,240241.5483
2018/1/7 1:00,239622.8164
2018/1/7 1:15,234671.4188
2018/1/7 1:30,245927.9266
2018/1/7 1:45,234968.0913
2018/1/7 2:00,232552.3805
2018/1/7 2:15,231727.0846
2018/1/7 2:30,242704.3607
2018/1/7 2:45,228442.996
2018/1/7 3:00,233772.6756
2018/1/7 3:15,228169.3707
2018/1/7 3:30,229010.4802
2018/1/7 3:45,228889.2425
2018/1/7 4:00,233003.34
2018/1/7 4:15,226614.3351
2018/1/7 4:30,227740.5543
2018/1/7 4:45,225117.7912
2018/1/7 5:00,232066.9815
2018/1/7 5:15,226771.8132
2018/1/7 5:30,224636.8547
2018/1/7 5:45,227397.4645
2018/1/7 6:00,234281.7714
2018/1/7 6:15,229006.9206
2018/1/7 6:30,230685.9811
2018/1/7 6:45,231974.2135
2018/1/7 7:00,238341.5231
2018/1/7 7:15,237542.7279
2018/1/7 7:30,236552.2387
2018/1/7 7:45,239432.5835
2018/1/7 8:00,248381.1514
2018/1/7 8:15,247767.9828
2018/1/7 8:30,253752.441
2018/1/7 8:45,255285.7164
2018/1/7 9:00,274712.6096
2018/1/7 9:15,259983.378
2018/1/7 9:30,263414.186
2018/1/7 9:45,265732.1891
2018/1/7 10:00,283065.9569
2018/1/7 10:15,270581.0979
2018/1/7 10:30,272533.1167
2018/1/7 10:45,274682.9025
2018/1/7 11:00,278770.5917
2018/1/7 11:15,276575.5225
2018/1/7 11:30,278023.7989
2018/1/7 11:45,274532.3761
2018/1/7 12:00,272781.6148
2018/1/7 12:15,262270.0233
2018/1/7 12:30,260663.2208
2018/1/7 12:45,266660.4273
2018/1/7 13:00,268714.8963
2018/1/7 13:15,263430.2696
2018/1/7 13:30,264570.7261
2018/1/7 13:45,267352.4339
2018/1/7 14:00,274958.1308
2018/1/7 14:15,268841.0954
2018/1/7 14:30,278438.5428
2018/1/7 14:45,269479.6619
2018/1/7 15:00,284989.7202
2018/1/7 15:15,268103.6743
2018/1/7 15:30,279651.3511
2018/1/7 15:45,270749.8715
2018/1/7 16:00,280299.5638
2018/1/7 16:15,274571.5888
2018/1/7 16:30,277228.3209
2018/1/7 16:45,278235.7531
2018/1/7 17:00,287180.3631
2018/1/7 17:15,283068.6342
2018/1/7 17:30,283401.6855
2018/1/7 17:45,285250.5157
2018/1/7 18:00,290530.8456
2018/1/7 18:15,283554.6829
2018/1/7 18:30,292661.2883
2018/1/7 18:45,283454.6666
2018/1/7 19:00,285741.9345
2018/1/7 19:15,279604.5693
2018/1/7 19:30,277783.7263
2018/1/7 19:45,276725.3098
2018/1/7 20:00,281049.3222
2018/1/7 20:15,273236.1806
2018/1/7 20:30,272632.1598
2018/1/7 20:45,272426.4064
2018/1/7 21:00,277159.2084
2018/1/7 21:15,272250.2685
2018/1/7 21:30,283083.0271
2018/1/7 21:45,291022.5582
2018/1/7 22:00,272584.5641
2018/1/7 22:15,268456.2142
2018/1/7 22:30,265217.6862
2018/1/7 22:45,263334.9038
2018/1/7 23:00,264109.939
2018/1/7 23:15,255063.5411
2018/1/7 23:30,270784.473
2018/1/7 23:45,248428.9748
2018/1/8 0:00,248147.546
2018/1/8 0:15,242406.3741
2018/1/8 0:30,239224.8151
2018/1/8 0:45,235996.0554
2018/1/8 1:00,243250.5807
2018/1/8 1:15,235587.7304
2018/1/8 1:30,237018.1453
2018/1/8 1:45,231281.6912
2018/1/8 2:00,227828.5298
2018/1/8 2:15,226550.7978
2018/1/8 2:30,227010.2328
2018/1/8 2:45,225819.5396
2018/1/8 3:00,231010.0384
2018/1/8 3:15,224138.4103
2018/1/8 3:30,224635.3331
2018/1/8 3:45,223903.5848
2018/1/8 4:00,227572.363
2018/1/8 4:15,225140.5127
2018/1/8 4:30,222288.2162
2018/1/8 4:45,223011.6213
2018/1/8 5:00,225747.1074
2018/1/8 5:15,223744.9796
2018/1/8 5:30,224440.8623
2018/1/8 5:45,224949.1144
2018/1/8 6:00,243767.3559
2018/1/8 6:15,228662.4873
2018/1/8 6:30,231706.8138
2018/1/8 6:45,234016.1012
2018/1/8 7:00,245514.9079
2018/1/8 7:15,240264.5055
2018/1/8 7:30,244129.6355
2018/1/8 7:45,267516.5894
2018/1/8 8:00,266467.5313
2018/1/8 8:15,258096.3601
2018/1/8 8:30,263260.7067
2018/1/8 8:45,266569.0108
2018/1/8 9:00,277889.7759
2018/1/8 9:15,272784.6174
2018/1/8 9:30,276653.9655
2018/1/8 9:45,288262.4218
2018/1/8 10:00,286171.2044
2018/1/8 10:15,282063.6268
2018/1/8 10:30,284054.8499
2018/1/8 10:45,283811.0929
2018/1/8 11:00,293529.8591
2018/1/8 11:15,287057.6646
2018/1/8 11:30,285247.1692
2018/1/8 11:45,283351.4515
2018/1/8 12:00,280975.5291
2018/1/8 12:15,269228.5544
2018/1/8 12:30,267193.5288
2018/1/8 12:45,268454.4259
2018/1/8 13:00,278099.5049
2018/1/8 13:15,290043.7083
2018/1/8 13:30,271853.838
2018/1/8 13:45,274388.0074
2018/1/8 14:00,280597.4369
2018/1/8 14:15,283376.8414
2018/1/8 14:30,277182.1551
2018/1/8 14:45,278671.7903
2018/1/8 15:00,278008.1805
2018/1/8 15:15,279321.188
2018/1/8 15:30,281469.3719
2018/1/8 15:45,282096.229
2018/1/8 16:00,288935.0536
2018/1/8 16:15,284275.0864
2018/1/8 16:30,286503.3918
2018/1/8 16:45,289002.438
2018/1/8 17:00,294716.1605
2018/1/8 17:15,292847.714
2018/1/8 17:30,292116.2675
2018/1/8 17:45,290753.4495
2018/1/8 18:00,298804.2575
2018/1/8 18:15,291463.1571
2018/1/8 18:30,292740.1092
2018/1/8 18:45,293457.8043
2018/1/8 19:00,299997.7041
2018/1/8 19:15,292212.5599
2018/1/8 19:30,291491.5194
2018/1/8 19:45,290251.5408
2018/1/8 20:00,294754.9061
2018/1/8 20:15,289429.6298
2018/1/8 20:30,288709.5504
2018/1/8 20:45,289465.01
2018/1/8 21:00,296286.6744
2018/1/8 21:15,287307.2433
2018/1/8 21:30,297133.1787
2018/1/8 21:45,285367.8935
2018/1/8 22:00,290823.4803
2018/1/8 22:15,280279.5177
2018/1/8 22:30,276439.1887
2018/1/8 22:45,271274.2296
2018/1/8 23:00,271983.3465
2018/1/8 23:15,263848.8335
2018/1/8 23:30,258641.3027
2018/1/8 23:45,254729.4816
2018/1/9 0:00,250011.1916
2018/1/9 0:15,250645.6451
2018/1/9 0:30,243792.4288
2018/1/9 0:45,242464.449
2018/1/9 1:00,248566.9284
2018/1/9 1:15,237910.2171
2018/1/9 1:30,239500.6144
2018/1/9 1:45,237241.2897
2018/1/9 2:00,241714.1344
2018/1/9 2:15,233702.6609
2018/1/9 2:30,232882.3868
2018/1/9 2:45,233478.4217
2018/1/9 3:00,231886.5834
2018/1/9 3:15,229244.4642
2018/1/9 3:30,229458.0962
2018/1/9 3:45,229738.4342
2018/1/9 4:00,235990.5014
2018/1/9 4:15,236308.388
2018/1/9 4:30,228762.1743
2018/1/9 4:45,228157.9979
2018/1/9 5:00,231540.4378
2018/1/9 5:15,226470.6193
2018/1/9 5:30,224629.2019
2018/1/9 5:45,243084.8481
2018/1/9 6:00,239563.7088
2018/1/9 6:15,235840.9648
2018/1/9 6:30,235091.9238
2018/1/9 6:45,239146.3255
2018/1/9 7:00,248185.303
2018/1/9 7:15,246311.1565
2018/1/9 7:30,248653.5111
2018/1/9 7:45,254642.8326
2018/1/9 8:00,262479.0108
2018/1/9 8:15,260526.63
2018/1/9 8:30,266834.9571
2018/1/9 8:45,290817.6118
2018/1/9 9:00,281472.2456
2018/1/9 9:15,278617.8609
2018/1/9 9:30,280669.0518
2018/1/9 9:45,282155.4791
2018/1/9 10:00,293714.005
2018/1/9 10:15,287785.5292
2018/1/9 10:30,288501.2211
2018/1/9 10:45,289105.3861
2018/1/9 11:00,298868.7264
2018/1/9 11:15,293425.6952
2018/1/9 11:30,291289.4367
2018/1/9 11:45,289787.9124
2018/1/9 12:00,289366.7126
2018/1/9 12:15,276105.01
2018/1/9 12:30,274069.1218
2018/1/9 12:45,275904.5562
2018/1/9 13:00,282248.197
2018/1/9 13:15,274156.9405
2018/1/9 13:30,275253.8047
2018/1/9 13:45,280696.1768
2018/1/9 14:00,289484.1113
2018/1/9 14:15,281809.7344
2018/1/9 14:30,282099.8452
2018/1/9 14:45,281185.7377
